Unnamed: 0,feels like…,category,metaphor_type,metaphor_subtypes,experience_tags,salient_experience,intensity_level
SURVEY,there is a spikey ball rattling around heading off things. ,uncategorized,,[],[],,
SURVEY,Like someone is pulling on my belly button from the inside.,uncategorized,,[],[],,
SURVEY,a dentist is picking at plaque ,uncategorized,,[],[],,
SURVEY,there is a knife scraping at my insides.,"sensory, metaphorical",,[],[],,
SURVEY,a hot poker has been inserted inside of me and ,sensory,,[],['sensory'],sensory,
SURVEY,being waved all about and ,uncategorized,,[],[],,
SURVEY,and stabbing areas at random.,sensory,,[],['sensory'],sensory,high
SURVEY,"you have been hit by a car, ",uncategorized,,[],[],,
SURVEY, you're internally bruised but nothing to show of it.,uncategorized,,[],[],,
SURVEY,When I have a bowel motion it feels like passing broken glass. ,uncategorized,,[],[],,
SURVEY,When I have period pain it feels like someone is stabbing me in the pelvis with a knife.,"sensory, metaphorical",,[],['sensory'],sensory,high
SURVEY,someone has a knife and is stabbing me up my back passage. ,"sensory, metaphorical",,[],['sensory'],sensory,high
SURVEY,something is constantly tugging on my left ovary ,uncategorized,,[],['temporal'],temporal,
SURVEY,toothache but throughout my abdomen.,uncategorized,,[],[],,
SURVEY,Sometimes being kicked or ,uncategorized,,[],[],,
SURVEY, or something being forcefully jammed in the vagina.,uncategorized,,[],[],,
SURVEY,having an awful bruise that is continually irritated and won't heal.,uncategorized,,[],[],,
SURVEY, At times the ache is sharper,uncategorized,,[],[],,medium
SURVEY,something is clenching and ,uncategorized,,[],[],,
SURVEY,and yanking my whole abdomen,uncategorized,,[],[],,
SURVEY,It feels like there is a broken G as bottle ,uncategorized,,[],[],,
SURVEY, getting poked ,uncategorized,,[],[],,
SURVEY,and scrapped around my pelvis.  ,uncategorized,,[],[],,
SURVEY,Sharp metal grinding against itself,sensory,,[],[],,medium
SURVEY, cogs or machine parts. ,uncategorized,,[],[],,
SURVEY, Waves of,uncategorized,,[],[],,
SURVEY, pulsating pain.,uncategorized,,[],['sensory'],sensory,
SURVEY, Eruptions.,uncategorized,,[],[],,
SURVEY,my inner organs are being flayed,uncategorized,,[],[],,
